,x,y
74617,78,42
74618,1,56
74619,14,22
74620,71,26
74621,13,43
74622,44,11
74623,42,43
74624,73,3
74625,33,66
74626,28,68
74627,40,57
74628,38,53
74629,33,62
74630,33,48
74631,3,71
74632,6,40
74633,10,89
74634,38,15
74635,32,62
74636,44,41
74637,55,35
74638,99,48
74639,94,91
74640,94,83
74641,52,89
74642,55,33
74643,40,23
74644,27,17
74645,14,71
74646,63,56
74647,58,59
74648,39,6
74649,38,48
74650,99,36
74651,6,1
74652,91,5
74653,2,69
74654,57,21
74655,6,42
74656,28,82
74657,29,56
74658,69,88
74659,51,13
74660,21,93
74661,78,91
74662,19,9
74663,19,47
74664,96,27
74665,38,95
74666,84,79
74667,77,78
74668,22,1
74669,48,61
74670,25,11
74671,55,92
74672,19,59
74673,21,34
74674,67,49
74675,34,53
74676,69,82
74677,7,42
74678,93,70
74679,8,64
74680,69,16
74681,37,48
74682,83,85
74683,98,12
74684,30,84
74685,66,7
74686,49,55
74687,26,5
74688,85,85
74689,71,0
74690,49,98
74691,44,17
74692,63,91
74693,72,62
74694,43,27
74695,33,29
74696,73,55
74697,47,42
74698,83,17
74699,32,41
74700,66,64
74701,77,43
74702,23,35
74703,16,29
74704,11,34
74705,6,32
74706,4,15
74707,60,68
74708,83,45
74709,31,74
74710,62,96
74711,9,60
74712,45,24
74713,9,90
74714,78,47
74715,53,72
74716,60,25
74717,26,25
74718,63,8
74719,13,50
74720,98,79
74721,87,13
74722,1,47
74723,48,34
74724,28,0
74725,62,89
74726,54,27
74727,75,46
74728,79,25
74729,55,39
74730,77,85
74731,73,15
74732,46,66
74733,78,33
74734,48,49
74735,78,34
74736,76,81
74737,41,92
74738,46,33
74739,26,52
74740,82,84
74741,28,25
74742,73,4
74743,63,15
74744,3,46
74745,33,56
74746,74,62
74747,24,88
74748,44,96
74749,77,57
74750,74,38
74751,84,91
74752,24,9
74753,23,49
74754,88,66
74755,62,9
74756,99,21
74757,92,32
74758,78,98
74759,19,5
74760,15,90
74761,44,40
74762,9,55
74763,42,96
74764,58,29
74765,36,3
74766,89,31
74767,38,34
74768,68,29
74769,42,14
74770,85,8
74771,1,61
74772,81,84
74773,77,3
74774,33,44
74775,8,37
74776,68,78
74777,57,98
74778,81,84
74779,3,34
74780,43,80
74781,17,58
74782,6,82
74783,33,33
74784,29,99
74785,40,29
74786,42,79
74787,70,39
74788,33,0
74789,59,88
74790,51,76
74791,97,21
74792,93,10
74793,98,39
74794,92,88
74795,19,19
74796,20,90
74797,66,72
74798,82,2
74799,23,53
74800,83,54
74801,6,50
74802,5,50
74803,66,90
74804,73,90
74805,58,68
74806,29,67
74807,67,3
74808,38,89
74809,14,81
74810,1,33
74811,46,5
74812,9,52
74813,98,10
74814,0,49
74815,22,40
74816,61,9
74817,10,38
74818,46,58
74819,74,20
74820,85,6
74821,86,14
74822,46,46
74823,54,72
74824,16,4
74825,64,16
74826,71,15
74827,73,41
74828,85,15
74829,45,97
74830,47,90
74831,1,87
74832,32,78
74833,57,87
74834,50,36
74835,36,35
74836,57,41
74837,96,22
74838,66,83
74839,61,9
74840,77,43
74841,53,82
74842,90,58
74843,68,75
74844,29,57
74845,11,62
74846,89,33
74847,79,78
74848,54,56
74849,98,81
74850,59,88
74851,91,53
74852,49,57
74853,96,35
74854,16,3
74855,23,18
74856,62,80
74857,8,8
74858,68,61
74859,25,97
74860,35,69
74861,38,77
74862,12,61
74863,64,76
74864,49,61
74865,32,88
74866,85,32
74867,5,6
74868,56,53
74869,53,91
74870,69,51
74871,24,71
74872,34,96
74873,7,80
74874,18,82
74875,88,88
74876,4,12
74877,48,38
74878,11,43
74879,10,59
74880,44,81
74881,3,64
74882,68,61
74883,42,30
74884,1,71
74885,18,1
74886,6,16
74887,56,24
74888,49,56
74889,20,63
74890,72,36
74891,22,78
74892,85,63
74893,59,23
74894,89,13
74895,63,0
74896,35,47
74897,13,14
74898,6,25
74899,94,13
74900,51,48
74901,84,11
74902,2,51
74903,43,2
74904,77,11
74905,65,68
74906,31,24
74907,22,15
74908,16,66
74909,83,21
74910,49,85
74911,56,77
74912,50,49
74913,57,3
74914,96,76
74915,78,9
74916,15,73
74917,41,17
74918,63,40
74919,68,59
74920,20,54
74921,95,17
74922,76,98
74923,15,72
74924,89,65
74925,44,65
74926,92,96
74927,52,81
74928,42,20
74929,42,3
74930,90,47
74931,65,43
74932,42,42
74933,83,9
74934,60,17
74935,35,39
74936,96,11
74937,58,7
74938,86,42
74939,47,78
74940,33,91
74941,9,53
74942,68,39
74943,65,40
74944,48,74
74945,23,19
74946,57,19
74947,86,57
74948,21,37
74949,21,63
74950,76,11
74951,9,11
74952,73,41
74953,5,92
74954,44,29
74955,49,1
74956,49,4
74957,56,91
74958,36,73
74959,14,99
74960,61,73
74961,85,45
74962,92,27
74963,98,3
74964,31,66
74965,19,22
74966,12,61
74967,25,30
74968,72,15
74969,20,4
74970,71,16
74971,13,95
74972,50,64
74973,57,72
74974,51,94
74975,53,84
74976,17,99
74977,32,28
74978,1,76
74979,38,37
74980,35,84
74981,98,92
74982,16,33
74983,11,72
74984,27,67
74985,87,19
74986,44,34
74987,21,13
74988,44,29
74989,54,78
74990,6,23
74991,7,68
74992,97,45
74993,3,73
74994,57,93
74995,82,6
74996,91,29
74997,0,1
74998,84,70
74999,82,99
75000,72,83
75001,75,6
75002,33,65
75003,84,77
75004,49,90
75005,4,83
75006,59,90
75007,51,31
75008,26,65
75009,79,19
75010,70,79
75011,8,96
75012,36,97
75013,88,71
75014,90,19
75015,29,94
75016,41,70
75017,60,37
75018,21,16
75019,67,27
75020,14,56
75021,69,1
75022,95,16
75023,73,7
75024,1,4
75025,61,30
75026,54,52
75027,64,86
75028,21,9
75029,56,70
75030,59,2
75031,6,61
75032,28,47
75033,13,7
75034,56,26
75035,11,21
75036,18,41
75037,88,29
75038,55,53
75039,96,97
75040,76,69
75041,69,39
75042,0,66
75043,61,93
75044,61,25
75045,72,67
75046,21,47
75047,12,66
75048,24,13
75049,89,50
75050,53,25
75051,88,15
75052,28,58
75053,34,36
75054,8,92
75055,73,30
75056,16,61
75057,10,28
75058,46,45
75059,70,56
75060,74,48
75061,65,51
75062,61,97
75063,47,60
75064,92,98
75065,25,78
75066,49,59
75067,65,93
75068,29,99
75069,70,83
75070,3,27
75071,80,56
75072,60,78
75073,21,60
75074,10,52
75075,41,49
75076,69,28
75077,94,70
75078,40,18
75079,79,66
75080,74,79
75081,4,98
75082,9,8
75083,85,76
75084,10,21
75085,25,7
75086,86,89
75087,61,27
75088,91,92
75089,76,42
75090,60,49
75091,58,10
75092,64,43
75093,93,86
75094,61,10
75095,12,34
75096,94,81
75097,35,66
75098,0,50
75099,7,2
75100,64,69
75101,40,47
75102,75,53
75103,24,51
75104,23,21
75105,40,3
75106,48,9
75107,78,62
75108,32,14
75109,6,99
75110,81,71
75111,34,68
75112,12,38
75113,30,85
75114,95,94
75115,73,46
75116,40,54
75117,27,12
75118,59,42
75119,33,16
75120,24,76
75121,98,11
75122,9,68
75123,44,95
75124,48,80
75125,64,76
75126,2,95
75127,56,97
75128,84,53
75129,98,20
75130,71,21
75131,3,63
75132,12,36
75133,61,41
75134,9,89
75135,45,40
75136,68,76
75137,54,95
75138,69,94
75139,21,89
75140,6,92
75141,15,77
75142,86,64
75143,65,98
75144,34,35
75145,96,0
75146,3,43
75147,34,51
75148,86,78
75149,63,27
75150,90,22
75151,66,99
75152,48,16
75153,0,19
75154,80,1
75155,58,32
75156,30,74
75157,74,48
75158,0,25
75159,92,73
75160,32,39
75161,43,31
75162,2,37
75163,46,48
75164,93,78
75165,23,15
75166,7,26
75167,50,26
75168,2,34
75169,47,79
75170,87,99
75171,0,75
75172,32,78
75173,78,24
75174,71,7
75175,13,55
75176,64,71
75177,87,37
75178,95,26
75179,38,16
75180,96,34
75181,13,75
75182,70,44
75183,12,32
75184,9,73
75185,11,95
75186,72,10
75187,47,48
75188,14,89
75189,97,47
75190,98,67
75191,37,23
75192,65,80
75193,74,96
75194,92,30
75195,22,33
75196,22,3
75197,64,5
75198,3,35
75199,78,80
75200,76,89
75201,5,82
75202,98,82
75203,68,18
75204,20,30
75205,45,15
75206,75,95
75207,95,13
75208,40,58
75209,31,47
75210,71,51
75211,27,28
75212,3,92
75213,97,23
75214,21,12
75215,75,8
75216,99,99
75217,48,35
75218,76,46
75219,76,66
75220,43,81
75221,21,91
75222,59,59
75223,70,17
75224,12,41
75225,80,70
75226,19,69
75227,8,49
75228,7,87
75229,89,73
75230,24,54
75231,94,51
75232,71,21
75233,66,57
75234,30,37
75235,34,51
75236,63,14
75237,86,91
75238,87,11
75239,74,67
75240,52,40
75241,3,39
75242,14,7
75243,47,84
75244,49,74
75245,73,83
75246,5,70
75247,55,30
75248,38,45
75249,79,54
75250,4,59
75251,42,3
75252,94,35
75253,91,46
75254,14,12
75255,65,7
75256,92,11
75257,99,40
75258,15,17
75259,64,20
75260,58,77
75261,66,95
75262,87,0
75263,64,19
75264,9,76
75265,96,18
75266,72,24
75267,97,72
75268,32,58
75269,77,51
75270,22,93
75271,30,64
75272,28,26
75273,49,77
75274,67,76
75275,31,83
75276,60,32
75277,79,52
75278,96,95
75279,67,10
75280,23,65
75281,32,46
75282,23,14
75283,29,30
75284,87,24
75285,71,15
75286,44,46
75287,10,43
75288,8,16
75289,67,0
75290,82,91
75291,97,41
75292,72,32
75293,75,51
75294,50,13
75295,55,6
75296,31,28
75297,37,79
75298,13,80
75299,1,56
75300,19,93
75301,28,52
75302,54,74
75303,1,37
75304,34,86
75305,93,79
75306,39,49
75307,31,46
75308,86,43
75309,82,46
75310,34,26
75311,22,57
75312,50,65
75313,28,67
75314,36,15
75315,39,0
75316,11,12
75317,20,2
75318,39,0
75319,78,0
75320,7,38
75321,54,91
75322,51,34
75323,93,96
75324,30,71
75325,23,82
75326,4,96
75327,66,96
75328,14,63
75329,5,79
75330,15,88
75331,36,2
75332,52,85
75333,33,79
75334,19,73
75335,66,44
75336,92,43
75337,30,94
75338,31,83
75339,8,26
75340,64,60
75341,8,46
75342,59,25
75343,18,99
75344,20,21
75345,44,59
75346,28,49
75347,21,76
75348,44,27
75349,34,16
75350,81,54
75351,34,33
75352,77,72
75353,89,96
75354,78,22
75355,79,14
75356,87,30
75357,8,3
75358,21,10
75359,13,88
75360,9,89
75361,45,69
75362,69,25
75363,61,94
75364,71,19
75365,66,26
75366,69,66
75367,8,35
75368,88,72
75369,53,55
75370,7,2
75371,5,16
75372,55,89
75373,39,48
75374,20,54
75375,2,49
75376,42,1
75377,2,31
75378,75,27
75379,71,46
75380,46,48
75381,6,73
75382,9,53
75383,43,61
75384,85,62
75385,21,46
75386,4,47
75387,5,96
75388,86,3
75389,89,95
75390,13,7
75391,71,33
75392,13,45
75393,17,35
75394,34,35
75395,32,60
75396,53,56
75397,25,30
75398,43,60
75399,56,24
75400,65,74
75401,29,98
75402,48,57
75403,5,34
75404,7,54
75405,56,50
75406,35,59
75407,5,79
75408,87,7
75409,39,46
75410,57,44
75411,96,23
75412,59,83
75413,19,4
75414,68,98
75415,97,50
75416,26,25
75417,25,49
75418,53,96
75419,89,81
75420,7,17
75421,45,18
75422,91,21
75423,75,44
75424,13,19
75425,38,39
75426,52,32
75427,51,25
75428,25,60
75429,58,41
75430,19,22
75431,90,35
75432,79,72
75433,85,54
75434,93,21
75435,86,11
75436,59,45
75437,31,69
75438,12,60
75439,94,70
75440,13,99
75441,59,61
75442,43,44
75443,88,79
75444,16,86
75445,53,51
75446,18,26
75447,15,51
75448,38,61
75449,7,59
75450,89,35
75451,58,68
75452,67,62
75453,1,83
75454,99,22
75455,3,29
75456,31,47
75457,98,4
75458,4,40
75459,97,40
75460,1,3
75461,66,13
75462,93,52
75463,51,28
75464,90,77
75465,41,54
75466,59,47
75467,41,5
75468,94,3
75469,92,22
75470,61,4
75471,60,26
75472,86,44
75473,91,88
75474,69,15
75475,58,90
75476,9,68
75477,15,49
75478,55,15
75479,83,86
75480,44,44
75481,91,64
75482,16,13
75483,95,83
75484,47,86
75485,74,60
75486,93,50
75487,46,49
75488,94,65
75489,50,93
75490,32,26
75491,80,5
75492,73,23
75493,22,62
75494,28,17
75495,14,76
75496,20,18
75497,3,10
75498,16,29
75499,48,28
75500,32,59
75501,73,57
75502,15,54
75503,80,55
75504,18,40
75505,51,89
75506,76,47
75507,88,71
75508,59,27
75509,90,84
75510,30,5
75511,80,43
75512,32,29
75513,99,27
75514,1,74
75515,86,80
75516,44,28
75517,12,56
75518,87,3
75519,55,99
75520,45,20
75521,4,56
75522,17,41
75523,87,61
75524,7,14
75525,44,85
75526,0,41
75527,82,55
75528,78,28
75529,92,20
75530,85,35
75531,66,44
75532,93,71
75533,32,57
75534,75,47
75535,60,68
75536,52,52
75537,20,64
75538,7,77
75539,24,50
75540,43,43
75541,93,51
75542,75,3
75543,58,56
75544,58,30
75545,84,37
75546,77,21
75547,73,23
75548,30,87
75549,35,16
75550,38,86
75551,43,12
75552,63,50
75553,63,41
75554,63,58
75555,66,63
75556,20,56
75557,64,60
75558,74,26
75559,92,41
75560,8,31
75561,39,42
75562,94,90
75563,1,13
75564,78,63
75565,74,1
75566,42,67
75567,71,38
75568,99,90
75569,81,81
75570,80,53
75571,38,3
75572,91,35
75573,6,67
75574,40,87
75575,67,64
75576,2,49
75577,13,58
75578,16,27
75579,27,19
75580,88,84
75581,44,83
75582,70,22
75583,36,26
75584,20,45
75585,2,14
75586,17,39
75587,57,70
75588,68,96
75589,9,45
75590,45,13
75591,15,36
75592,78,98
75593,7,71
75594,70,12
75595,9,73
75596,53,80
75597,44,95
75598,66,84
75599,34,38
75600,60,35
75601,17,87
75602,96,37
75603,66,35
75604,47,99
75605,8,72
75606,63,69
75607,97,45
75608,5,39
75609,95,90
75610,49,59
75611,70,7
75612,6,46
75613,15,31
75614,7,72
75615,70,10
75616,47,3
75617,56,77
75618,81,26
75619,50,1
75620,57,98
75621,7,90
75622,26,27
75623,32,44
75624,96,73
75625,61,16
75626,74,64
75627,99,43
75628,87,77
75629,95,8
75630,11,18
75631,23,2
75632,93,79
75633,0,77
75634,75,82
75635,55,8
75636,37,57
75637,99,79
75638,14,82
75639,76,71
75640,10,26
75641,0,69
75642,25,48
75643,68,36
75644,35,73
75645,45,55
75646,14,26
75647,58,57
75648,73,31
75649,93,40
75650,46,42
75651,76,58
75652,91,47
75653,85,12
75654,13,63
75655,40,34
75656,96,68
75657,71,80
75658,6,40
75659,35,94
75660,44,10
75661,98,10
75662,39,3
75663,91,7
75664,69,5
75665,95,22
75666,92,85
75667,83,6
75668,67,60
75669,53,83
75670,78,68
75671,58,1
75672,15,45
75673,93,60
75674,59,17
75675,24,37
75676,52,36
75677,7,4
75678,39,32
75679,22,44
75680,0,42
75681,3,0
75682,1,96
75683,6,34
75684,79,68
75685,84,52
75686,20,5
75687,12,76
75688,27,59
75689,53,66
75690,10,68
75691,30,26
75692,54,77
75693,82,31
75694,62,87
75695,81,24
75696,46,18
75697,99,58
75698,91,18
75699,25,20
75700,75,29
75701,40,16
75702,74,52
75703,84,20
75704,42,81
75705,81,96
75706,52,25
75707,33,37
75708,66,64
75709,80,28
75710,47,38
75711,97,79
75712,44,24
75713,67,8
75714,38,12
75715,40,49
75716,35,2
75717,37,84
75718,43,71
75719,1,92
75720,56,68
75721,43,15
75722,98,76
75723,36,50
75724,3,29
75725,4,59
75726,45,33
75727,69,63
75728,24,68
75729,15,86
75730,1,71
75731,40,97
75732,47,37
75733,62,49
75734,67,26
75735,88,51
75736,52,92
75737,50,19
75738,73,79
75739,60,26
75740,4,72
75741,86,34
75742,60,55
75743,96,92
75744,81,81
75745,48,80
75746,2,1
75747,78,7
75748,36,30
75749,29,84
75750,63,63
75751,43,29
75752,51,49
75753,41,23
75754,62,78
75755,97,70
75756,72,70
75757,98,84
75758,64,31
75759,11,87
75760,30,57
75761,89,69
75762,25,48
75763,33,37
75764,98,90
75765,68,70
75766,75,29
75767,46,76
75768,93,89
75769,46,66
75770,82,10
75771,3,56
75772,32,99
75773,93,15
75774,92,69
75775,5,46
75776,18,98
75777,23,45
75778,64,38
75779,28,7
75780,50,98
75781,82,2
75782,51,16
75783,48,46
75784,72,71
75785,11,25
75786,78,14
75787,55,84
75788,12,64
75789,84,89
75790,55,55
75791,47,99
75792,90,15
75793,42,82
75794,74,47
75795,17,55
75796,50,25
75797,87,26
75798,78,42
75799,59,67
75800,1,0
75801,81,33
75802,41,62
75803,12,25
75804,52,7
75805,4,2
75806,46,83
75807,62,13
75808,47,81
75809,58,65
75810,2,76
75811,16,52
75812,15,23
75813,82,35
75814,47,22
75815,37,36
75816,24,49
75817,13,85
75818,85,77
75819,36,86
75820,69,14
75821,4,19
75822,23,43
75823,96,4
75824,1,92
75825,16,21
75826,66,94
75827,95,0
75828,5,75
75829,85,59
75830,49,18
75831,58,93
75832,20,71
75833,98,64
75834,7,57
75835,41,21
75836,65,91
75837,9,34
75838,45,51
75839,64,96
75840,13,46
75841,35,22
75842,55,24
75843,84,7
75844,37,95
75845,17,87
75846,48,16
75847,82,19
75848,40,84
75849,47,32
75850,99,20
75851,46,95
75852,91,16
75853,60,15
75854,89,84
75855,96,86
75856,8,47
75857,86,5
75858,85,53
75859,19,66
75860,84,42
75861,92,38
75862,3,23
75863,76,11
75864,56,76
75865,82,29
75866,47,45
75867,75,77
75868,9,53
75869,47,86
75870,23,73
75871,25,75
75872,49,93
75873,88,98
75874,85,25
75875,96,40
75876,30,40
75877,38,11
75878,18,92
75879,17,99
75880,75,96
75881,70,16
75882,58,71
75883,81,44
75884,26,19
75885,34,20
75886,1,31
75887,46,15
75888,91,23
75889,86,48
75890,83,66
75891,77,52
75892,39,39
75893,88,92
75894,49,37
75895,2,39
75896,30,68
75897,31,79
75898,74,84
75899,87,94
75900,73,22
75901,81,93
75902,60,19
75903,79,71
75904,19,8
75905,7,94
75906,9,98
75907,71,90
75908,78,98
75909,61,4
75910,70,19
75911,34,92
75912,52,58
75913,92,58
75914,78,36
75915,38,15
75916,90,97
75917,44,27
75918,15,27
75919,44,33
75920,93,1
75921,39,11
75922,13,65
75923,25,60
75924,12,13
75925,92,39
75926,46,82
75927,68,10
75928,21,91
75929,73,41
75930,73,84
75931,46,21
75932,56,7
75933,94,49
75934,11,72
75935,31,69
75936,96,64
75937,68,22
75938,2,75
75939,1,6
75940,94,11
75941,2,97
75942,2,78
75943,58,91
75944,2,39
75945,76,46
75946,90,32
75947,98,5
75948,18,2
75949,77,73
75950,29,18
75951,91,91
75952,13,12
75953,51,27
75954,42,19
75955,79,32
75956,62,50
75957,8,0
75958,27,97
75959,81,58
75960,49,18
75961,81,89
75962,51,39
75963,47,98
75964,41,47
75965,2,49
75966,52,71
75967,22,64
75968,36,53
75969,78,10
75970,11,91
75971,45,30
75972,46,10
75973,19,58
75974,93,40
75975,10,86
75976,50,33
75977,11,67
75978,34,63
75979,19,83
75980,39,47
75981,80,53
75982,0,13
75983,74,32
75984,73,71
75985,44,14
75986,5,69
75987,1,95
75988,21,58
75989,73,12
75990,80,51
75991,62,45
75992,95,96
75993,57,60
75994,51,24
75995,25,98
75996,95,80
75997,96,51
75998,39,33
75999,10,44
76000,5,24
76001,1,29
76002,48,1
76003,81,25
76004,39,27
76005,27,90
76006,1,34
76007,84,30
76008,93,52
76009,33,89
76010,24,37
76011,79,22
76012,74,85
76013,3,54
76014,70,95
76015,11,99
76016,3,38
76017,66,74
76018,50,40
76019,63,73
76020,65,22
76021,38,84
76022,48,49
76023,82,43
76024,31,35
76025,62,82
76026,34,68
76027,93,88
76028,47,68
76029,12,43
76030,57,48
76031,29,13
76032,39,99
76033,26,16
76034,91,29
76035,97,46
76036,8,71
76037,36,78
76038,19,80
76039,25,70
76040,87,69
76041,97,2
76042,47,72
76043,72,60
76044,70,41
76045,49,72
76046,17,10
76047,22,37
76048,99,68
76049,68,98
76050,15,55
76051,9,66
76052,98,6
76053,94,36
76054,19,35
76055,65,46
76056,8,35
76057,22,1
76058,95,60
76059,64,97
76060,13,19
76061,5,29
76062,77,92
76063,14,35
76064,77,18
76065,19,34
76066,81,52
76067,34,38
76068,52,65
76069,19,67
76070,88,8
76071,24,80
76072,58,35
76073,22,7
76074,31,95
76075,34,32
76076,98,42
76077,46,7
76078,80,0
76079,32,9
76080,19,85
76081,60,28
76082,56,27
76083,16,33
76084,65,56
76085,66,12
76086,74,35
76087,82,88
76088,75,81
76089,16,62
76090,13,0
76091,34,65
76092,93,87
76093,83,27
76094,86,89
76095,83,43
76096,86,99
76097,22,79
76098,83,30
76099,60,83
76100,94,74
76101,65,80
76102,75,49
76103,25,77
76104,87,35
76105,53,49
76106,49,66
76107,7,15
76108,78,40
76109,62,7
76110,13,17
76111,68,99
76112,39,25
76113,39,89
76114,67,37
76115,78,1
76116,29,26
76117,24,78
76118,93,64
76119,17,78
76120,58,13
76121,15,53
76122,76,90
76123,14,32
76124,99,41
76125,20,18
76126,39,29
76127,45,13
76128,51,34
76129,10,39
76130,57,11
76131,77,15
76132,96,61
76133,4,42
76134,0,48
76135,74,48
76136,17,45
76137,35,87
76138,37,37
76139,79,53
76140,9,14
76141,23,22
76142,55,17
76143,34,3
76144,20,14
76145,92,61
76146,57,94
76147,33,36
76148,23,50
76149,47,17
76150,95,67
76151,41,25
76152,39,95
76153,35,77
76154,63,53
76155,15,71
76156,53,36
76157,95,35
76158,33,22
76159,90,34
76160,85,55
76161,72,82
76162,18,21
76163,83,49
76164,41,85
76165,24,21
76166,27,72
76167,5,84
76168,54,93
76169,53,68
76170,9,35
76171,48,91
76172,76,53
76173,95,0
76174,38,38
76175,14,93
76176,71,96
76177,87,46
76178,69,16
76179,37,45
76180,29,59
76181,97,1
76182,59,46
76183,84,61
76184,47,15
76185,79,61
76186,92,91
76187,71,6
76188,56,56
76189,98,84
76190,41,66
76191,44,67
76192,7,1
76193,36,45
76194,70,21
76195,14,21
76196,74,92
76197,72,89
76198,71,60
76199,29,23
76200,85,44
76201,7,35
76202,13,0
76203,41,87
76204,6,42
76205,30,37
76206,18,99
76207,13,39
76208,88,30
76209,49,24
76210,23,50
76211,49,24
76212,31,63
76213,11,68
76214,71,98
76215,12,44
76216,78,58
76217,97,98
76218,31,1
76219,93,82
76220,78,99
76221,38,24
76222,51,99
76223,59,83
76224,10,58
76225,26,84
76226,10,15
76227,18,86
76228,46,8
76229,75,74
76230,26,54
76231,90,0
76232,6,52
76233,0,0
76234,41,35
76235,91,90
76236,56,75
76237,86,23
76238,93,38
76239,42,42
76240,87,19
76241,8,30
76242,73,48
76243,37,78
76244,31,7
76245,83,89
76246,11,45
76247,15,31
76248,91,6
76249,39,23
76250,0,33
76251,78,95
76252,39,9
76253,60,68
76254,99,63
76255,82,49
76256,40,19
76257,63,15
76258,23,65
76259,3,54
76260,19,44
76261,56,80
76262,73,63
76263,83,97
76264,7,65
76265,50,39
76266,2,99
76267,94,29
76268,39,24
76269,42,15
76270,28,5
76271,32,80
76272,49,79
76273,82,55
76274,69,19
76275,90,63
76276,16,96
76277,92,48
76278,12,8
76279,35,21
76280,21,39
76281,68,74
76282,27,1
76283,56,33
76284,85,63
76285,11,43
76286,93,62
76287,76,30
76288,55,16
76289,29,49
76290,43,50
76291,79,21
76292,58,31
76293,53,16
76294,95,55
76295,47,0
76296,96,60
76297,18,95
76298,76,48
76299,31,19
76300,99,71
76301,99,51
76302,65,18
76303,71,11
76304,31,49
76305,10,6
76306,96,56
76307,7,68
76308,44,81
76309,80,47
76310,63,96
76311,56,17
76312,58,50
76313,78,38
76314,9,66
76315,83,6
76316,96,52
76317,92,98
76318,92,99
76319,33,37
76320,69,11
76321,4,90
76322,26,80
76323,17,12
76324,64,43
76325,40,17
76326,35,10
76327,87,67
76328,88,35
76329,66,28
76330,46,67
76331,7,34
76332,70,80
76333,58,50
76334,5,71
76335,57,51
76336,60,93
76337,49,78
76338,56,50
76339,51,15
76340,76,24
76341,81,12
76342,64,9
76343,56,3
76344,62,0
76345,72,10
76346,15,38
76347,25,36
76348,75,42
76349,94,52
76350,63,51
76351,93,10
76352,64,96
76353,12,63
76354,28,40
76355,6,88
76356,4,82
76357,80,86
76358,31,91
76359,51,77
76360,38,11
76361,43,43
76362,95,37
76363,11,39
76364,7,49
76365,54,89
76366,72,35
76367,55,29
76368,47,95
76369,80,1
76370,38,30
76371,14,31
76372,28,27
76373,55,83
76374,30,41
76375,35,46
76376,27,69
76377,26,49
76378,78,18
76379,70,66
76380,13,17
76381,22,85
76382,61,24
76383,12,25
76384,57,30
76385,81,23
76386,77,82
76387,81,76
76388,16,28
76389,11,58
76390,98,39
76391,42,28
76392,61,26
76393,29,9
76394,44,35
76395,95,81
76396,23,56
76397,64,33
76398,10,43
76399,76,61
76400,5,54
76401,42,90
76402,88,88
76403,86,52
76404,87,38
76405,52,38
76406,26,76
76407,12,8
76408,8,67
76409,90,46
76410,45,48
76411,75,95
76412,83,31
76413,61,58
76414,75,8
76415,45,23
76416,83,80
76417,8,3
76418,9,17
76419,84,24
76420,53,77
76421,56,20
76422,93,48
76423,63,95
76424,23,91
76425,52,29
76426,23,74
76427,38,58
76428,92,3
76429,39,6
76430,98,6
76431,45,12
76432,65,74
76433,61,5
76434,87,74
76435,24,31
76436,38,84
76437,51,33
76438,96,42
76439,15,22
76440,26,87
76441,53,54
76442,62,31
76443,9,84
76444,73,54
76445,72,51
76446,80,93
76447,60,74
76448,47,44
76449,82,69
76450,19,52
76451,66,98
76452,23,92
76453,59,45
76454,58,48
76455,35,6
76456,96,23
76457,14,92
76458,19,40
76459,96,36
76460,96,28
76461,3,62
76462,6,6
76463,77,72
76464,13,60
76465,39,29
76466,30,56
76467,24,14
76468,15,83
76469,12,53
76470,46,30
76471,52,54
76472,19,17
76473,50,34
76474,42,72
76475,3,27
76476,31,45
76477,28,86
76478,24,89
76479,17,85
76480,9,9
76481,57,0
76482,75,13
76483,82,93
76484,44,54
76485,39,82
76486,10,15
76487,41,29
76488,25,50
76489,17,58
76490,58,32
76491,38,73
76492,90,42
76493,4,22
76494,98,78
76495,77,83
76496,0,65
76497,55,73
76498,6,82
76499,59,78
76500,37,11
76501,11,96
76502,9,49
76503,85,61
76504,3,82
76505,59,46
76506,28,88
76507,13,14
76508,93,79
76509,59,83
76510,36,75
76511,69,94
76512,13,31
76513,52,27
76514,23,43
76515,33,78
76516,84,43
76517,97,87
76518,58,57
76519,0,53
76520,27,27
76521,47,45
76522,5,3
76523,54,12
76524,76,66
76525,5,21
76526,43,83
76527,58,63
76528,37,81
76529,14,69
76530,76,5
76531,99,11
76532,60,36
76533,10,6
76534,61,26
76535,3,56
76536,68,84
76537,4,38
76538,97,62
76539,50,46
76540,22,2
76541,46,51
76542,47,1
76543,39,29
76544,93,81
76545,41,65
76546,46,80
76547,78,11
76548,5,59
76549,62,66
76550,32,47
76551,99,72
76552,97,26
76553,99,53
76554,27,23
76555,91,15
76556,89,10
76557,71,0
76558,64,52
76559,25,83
76560,57,62
76561,81,29
76562,81,43
76563,55,92
76564,71,22
76565,35,12
76566,72,76
76567,82,99
76568,87,77
76569,80,29
76570,71,89
76571,0,20
76572,1,97
76573,94,63
76574,11,90
76575,72,8
76576,7,36
76577,49,7
76578,59,28
76579,90,9
76580,41,95
76581,52,3
76582,55,69
76583,55,26
76584,78,31
76585,35,16
76586,69,6
76587,96,4
76588,12,16
76589,9,81
76590,13,94
76591,87,77
76592,11,21
76593,1,2
76594,3,98
76595,51,53
76596,17,34
76597,51,6
76598,22,68
76599,94,41
76600,93,93
76601,2,18
76602,26,34
76603,88,65
76604,83,54
76605,50,91
76606,12,72
76607,82,60
76608,75,36
76609,3,40
76610,22,63
76611,12,93
76612,32,64
76613,29,45
76614,56,8
76615,99,88
